Sample,PRK00290,latitude_deg,longitude_deg,EMPO1,EMPO2,EMPO3
1481.NA.23.T8,1.1687466768707984,40.7,14.5,Host-associated,Animal,Animal distal gut
1064.H.CV265,0.9986956339135182,18.22,-65.99,Host-associated,Animal,Animal corpus
1453.54167SDZ1.A1.Tfran.stom,0.9788960562369786,32.72,-117.16,Host-associated,Animal,Animal proximal gut
678.seasonal.insitu.sample.500,1.045143773920374,50.338,-4.148,Free-living,Saline,Sediment (saline)
662.M8,1.0115511030949074,48.38,-124.73,Free-living,Saline,Surface (saline)
864.OTC.noppt.15.2009b.lane2.NoIndex,1.0649157168640269,51.024,100.772,Free-living,Non-saline,Soil (non-saline)
933.N.1.2.S.E.4,1.0072643989546224,-34.01925,151.2315,Host-associated,Plant,Plant surface
678.T.RFLP.Sample.605,1.0761856413447408,50.338,-4.148,Free-living,Saline,Sediment (saline)
2192.H05b.Bedroom.Floor.2716.lane5.NoIndex.L005,0.996939621237036,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
2229.S2.T1.6.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0537910795758805,-43.4344,146.9969,Host-associated,Plant,Plant surface
1039.P.Dois.Rios.SB,0.978768518116118,-22.94,-42.39,Free-living,Saline,Sediment (saline)
804.H05.072905.R0229B,0.959185975994603,30.123835,-42.120123,Free-living,Saline,Surface (saline)
1521.Iso4.2.s.7.1.sequences,1.02886925210098,19.9,-155.58,Host-associated,Animal,Animal secretion
990.KA1F.A.11,1.1738879976959224,41.841521,-88.230357,Free-living,Non-saline,Soil (non-saline)
2382.RU006.C181.RH.1.779.leav.9.12.lane8.NoIndex.L008.sequences,1.9989477376359173,41.00943,-72.49403,Host-associated,Plant,Plant corpus
2382.SH008.C6.HA.1.328.root.9.11.lane1.NoIndex.L001.sequences,1.1296130651496148,41.01434,-72.52871,Host-associated,Plant,Plant rhizosphere
550.L6S64.s.6.sequence,0.5519490169525667,40.015,-105.271,Host-associated,Animal,Animal secretion
1453.45796SDZ4.F8.Pnem.ileum,0.4577537626362857,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1642.MS00350,0.8915371263440383,35.117,138.937,Host-associated,Plant,Plant rhizosphere
2192.H07a.Kitchen.Light.Switch.3747.lane2.NoIndex.L002,0.9401264452618862,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1521.Sample23.s.7.1.sequences,1.0274223034734915,19.9,-155.58,Host-associated,Animal,Animal secretion
1694.St5B2.Pmoss.Jstar.16s.NoIndex.sequences,1.0748931727162998,37.252803,-3.029153,Host-associated,Animal,Animal surface
662.M40,1.0033093525179857,48.36,-124.57,Free-living,Saline,Surface (saline)
1580.WPA.filt.,1.0627586960786797,17.951083,-67.193167,Free-living,Saline,Hypersaline (saline)
550.L6S109.s.6.sequence,0.7290290096411863,40.015,-105.271,Host-associated,Animal,Animal secretion
2229.S2.T12.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0223939235201676,-43.5297,146.9567,Host-associated,Plant,Plant surface
1235.sp0372,0.995875417532138,78.933,11.883,Free-living,Saline,Water (saline)
2192.H05b.Kitchen.Floor.2810.lane6.NoIndex.L006,1.0186626531928618,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
638.RMK.ENR.5.1,0.9981895790751628,-77.435,162.189,Free-living,Non-saline,Water (non-saline)
1521.226.1.1.s.7.1.sequences,1.0023242968474086,46.35,-119.94,Free-living,Non-saline,Water (non-saline)
1622.UPSub.106.107,0.5065764678073231,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1642.MS00453,1.3444734508253535,35.117,138.937,Host-associated,Plant,Plant rhizosphere
940.P.04.Fecal,0.9937671185393918,39.1,-108.36,Host-associated,Animal,Animal distal gut
1674.McG.P110715Ly3,1.224933637813333,40.638,-74.074,Free-living,Non-saline,Soil (non-saline)
2192.H06b.Bedroom.Floor.3316.lane5.NoIndex.L005,1.0595844044132572,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1774.35.Skin.Puer,0.915399270966482,18.47,-66.11,Host-associated,Animal,Animal surface
940.RD.07.Ventral,1.1164980086941871,39.03,-108.56,Host-associated,Animal,Animal surface
2229.W1.N2.4.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0.9599636017309552,-35.8052,150.2273,Host-associated,Plant,Plant surface
1622.PP.15.16A,0.5778728584730936,42.30844,-71.3412,Free-living,Non-saline,Sediment (non-saline)
1883.2008.158.Crump.Artic.LTREB.main.lane2.NoIndex,1.0135959641275607,68.6256,-149.59605,Free-living,Non-saline,Surface (non-saline)
933.T.3.2.S.E.1,1.0454508539564489,-43.12335,147.80915,Host-associated,Plant,Plant surface
1240.0710B,1.0612768933018222,50.15,-4.13,Free-living,Saline,Water (saline)
894.GV1899.lane2.NoIndex.L002,0.8290889794082009,-37.619704,144.901997,Host-associated,Animal,Animal distal gut
2229.S1.T22.ES1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0365174790110367,-43.1234,147.9758,Host-associated,Plant,Plant surface
2229.W2.T12.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.0003720804969576,-43.5297,146.9567,Host-associated,Plant,Plant surface
2192.H03a.Nose.1335.lane6.NoIndex.L006,0.8489805939892721,41.88,-87.63,Host-associated,Animal,Animal secretion
2338.0701.11.I,0.9976304899212388,9.75,-83.75,Host-associated,Animal,Animal distal gut
1622.UPMain.63.64,1.224437497919435,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1064.G.CV209,0.9990672065103944,18.22,-65.99,Host-associated,Animal,Animal corpus
1642.MS00472,1.180240863711835,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1197.SE.20101002.GY.LBNL7.BC.155,1.1839666713211745,28.639058,-88.471317,Free-living,Saline,Sediment (saline)
1521.231.7.s.7.1.sequences,1.052085138551973,46.35,-119.94,Free-living,Non-saline,Water (non-saline)
2229.S2.N2.6.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0890238619390429,-35.859,150.1811,Host-associated,Plant,Plant surface
1242.ME3Dec10EB1R1,0.9404878457248482,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
1642.MS00594,1.2329862089237953,35.117,138.937,Host-associated,Plant,Plant rhizosphere
2229.S1.N2.5.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0074433162836858,-35.7853,150.2338,Host-associated,Plant,Plant surface
550.L1S34.s.1.sequence,0.6559978528435594,40.015,-105.271,Host-associated,Animal,Animal distal gut
1235.sp0353,0.9987131265296484,78.933,11.883,Free-living,Saline,Water (saline)
1702.AT1,1.0467701270936178,42.783,128.2,Free-living,Non-saline,Soil (non-saline)
2229.W2.T33.ES3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.0091825739830518,-41.8693,148.303,Host-associated,Plant,Plant surface
1622.UPMain.130.131,0.7402420915245708,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1242.ME26Sep01EB2R1,1.019898774728953,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
2229.T.L.B.3.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0958426686582028,-33.9656,151.2561,Host-associated,Plant,Plant surface
905.Alsback.3to3.5cm,0.999903758060323,58.322,11.534,Free-living,Saline,Sediment (saline)
2229.S1.N32.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.029262767303878,-31.7131,152.8025,Host-associated,Plant,Plant surface
1064.G.CV72,0.8984501283636018,18.22,-65.99,Host-associated,Animal,Animal corpus
933.T.1.1.H.E.2,1.022704151541202,-42.95092,147.35513,Host-associated,Plant,Plant surface
1622.UPSub.79.80,0.7109000604329069,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1642.MS00371,0.963928516962152,35.117,138.937,Host-associated,Plant,Plant rhizosphere
638.RMK.ENR.9.1,1.005761844625818,-77.316,161.405,Free-living,Non-saline,Water (non-saline)
2192.H01a.Nose.39.lane6.NoIndex.L006,0.9909023277025812,41.88,-87.63,Host-associated,Animal,Animal secretion
1883.2006.134.Crump.Artic.LTREB.main.lane1.NoIndex,1.0434260077699986,68.6,-149.576,Free-living,Non-saline,Surface (non-saline)
2338.0626.3.M,0.9248495250907488,9.75,-83.75,Host-associated,Animal,Animal distal gut
1694.St4C4.Pmoss.Jstar.16s.NoIndex.sequences,1.7426544417233156,37.252803,-3.029153,Host-associated,Animal,Animal surface
1453.54374SDZ1.F4.Tcris.feces,0.9692118777915208,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1622.DP.2.3B,0.6611150867805524,42.17566,-72.7,Free-living,Non-saline,Sediment (non-saline)
678.seasonal.insitu.sample.521,0.8141983366893375,50.338,-4.148,Free-living,Saline,Sediment (saline)
2229.W2.T22.PS1.Thomas.CMB.Seaweed.lane6.NoIndex.L006.r,1.0182357650347986,-43.1234,147.9758,Host-associated,Plant,Plant surface
925.IL4y,1.557586837294333,44.531,-110.875,Free-living,Non-saline,Surface (non-saline)
925.SD4z,1.0174242803097828,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
1064.H.CV244,1.0605664632162806,18.22,-65.99,Host-associated,Animal,Animal corpus
945.P1.D6.lane2.NoIndex.L002,0.9620679652430788,53.167,13.033,Free-living,Non-saline,Water (non-saline)
1064.G.CV330,0.993110151042831,18.22,-65.99,Host-associated,Animal,Animal corpus
1288.WSBE07Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,1.0693917937401725,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
1774.248.Vagi.Puer,0.9848894909494794,18.47,-66.11,Host-associated,Animal,Animal secretion
1240.0102B,0.9130964044613742,50.15,-4.13,Free-living,Saline,Water (saline)
846.Fagna24102011Soil15C1,1.184508436616701,43.984,11.342,Free-living,Non-saline,Soil (non-saline)
1773.Salt.max1.gizz,1.051279403799658,9.961667,68.671944,Host-associated,Animal,Animal proximal gut
550.L5S158.s.5.sequence,0.888327231479815,40.015,-105.271,Host-associated,Animal,Animal secretion
1665.CCS2012.008,0.9986255129780665,41.67293,-70.33909,Host-associated,Animal,Animal surface
1632.E1A03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,0.8641186975733854,37.17907778,-3.611505556,Host-associated,Animal,Animal surface
2192.H07b.Nose.4068.lane1.NoIndex.L001,0.861984694488262,41.88,-87.63,Host-associated,Animal,Animal secretion
1521.228.5.s.7.1.sequences,1.0069034160792705,46.35,-119.94,Free-living,Non-saline,Water (non-saline)
2192.H06b.Nose.3156.lane6.NoIndex.L006,0.9193243681321752,41.88,-87.63,Host-associated,Animal,Animal secretion
925.SC4y,1.0015425430899982,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
1883.2007.349.Crump.Artic.LTREB.main.lane2.NoIndex,1.2716125889591303,68.57366667,-149.5371667,Free-living,Non-saline,Sediment (non-saline)
861.H10.mar09,1.0468913234577069,20.37,-87.334,Free-living,Saline,Water (saline)
1240.1210T,1.026028260932221,50.15,-4.13,Free-living,Saline,Water (saline)
940.RD.01.Dorsal,0.9977676198575528,39.03,-108.56,Host-associated,Animal,Animal surface
722.AQC1cm.2.s.2.1.sequence,1.0307153697352127,46.038,-89.614,Free-living,Non-saline,Water (non-saline)
1748.6.15.12.I.8.D,0.9714306296702876,40.01,-105.271,Host-associated,Animal,Animal surface
2192.H02a.Bedroom.Floor.844.lane2.NoIndex.L002,0.8657186813391793,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1198.SWE13.KBA3.SS3.5,1.1082949933134358,59.583,18.2,Free-living,Saline,Sediment (saline)
933.N.3.3.S.E.5,1.042279462391856,-31.83792,152.75383,Host-associated,Plant,Plant surface
1734.LD.NBS1053E,0.9516895771022196,17.746,-88.065,Host-associated,Animal,Animal distal gut
846.Fagna24102011Soil12C2,1.1851851641565003,43.984,11.341,Free-living,Non-saline,Soil (non-saline)
846.Fagna24102011Soil4C3,1.1749218156825942,43.985,11.342,Free-living,Non-saline,Soil (non-saline)
1665.CCS2010.024,1.0100365174828414,41.67293,-70.33909,Host-associated,Animal,Animal surface
2192.H02a.Bathroom.Door.Knob.774.lane2.NoIndex.L002,0.9615170032630588,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1289.KH25,1.2128310735547658,31.078,-97.39,Free-living,Non-saline,Soil (non-saline)
1622.UPMain.37.38B,1.0618073679590685,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1748.4.24.12.FR.3.V,0.647236417134311,40.01,-105.271,Host-associated,Animal,Animal surface
1632.E2D06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,1.0069375619425174,37.37229722,-3.066655556,Host-associated,Animal,Animal surface
2229.W1.N32.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0.9093847578101708,-31.7131,152.8025,Host-associated,Plant,Plant surface
550.L6S218.s.6.sequence,0.6599885890777373,40.015,-105.271,Host-associated,Animal,Animal secretion
2080.S60D315,0.9716419464768096,36.5,-52.333,Free-living,Saline,Water (saline)
2229.S2.N2.5.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0980352366631625,-35.7853,150.2338,Host-associated,Plant,Plant surface
933.N.2.1.S.E.4,1.0031810702812818,-35.748,150.2545,Host-associated,Plant,Plant surface
1642.MS00421,1.025138000848954,35.117,138.937,Host-associated,Plant,Plant rhizosphere
755.SSFA.L3.D30.17.05.11.lane1.NoIndex.L001,1.1589485516607727,55.905,-3.204,Free-living,Non-saline,Soil (non-saline)
678.T.RFLP.Sample.791,0.9838802908275702,50.338,-4.148,Free-living,Saline,Sediment (saline)
1622.UPSub.55.56,0.7115217313148496,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1242.ME07Aug03EB1R1,1.0228033463533677,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
1453.45796SDZ4.F6.Pnem.colon,0.9169026526581509,32.72,-117.16,Host-associated,Animal,Animal proximal gut
2192.H01a.Foot.107.lane2.NoIndex.L002,0.8512883151545654,41.88,-87.63,Host-associated,Animal,Animal surface
933.N.1.1.S.E.5,1.426069506521937,-33.9998,151.2467167,Host-associated,Plant,Plant surface
1696.VH0029B,0.6819191121307981,1.404,103.791,Host-associated,Animal,Animal distal gut
2080.S57D435,0.8633317844077175,34.25,-52.333,Free-living,Saline,Water (saline)
550.L6S296.s.6.sequence,0.7115776129592345,40.015,-105.271,Host-associated,Animal,Animal secretion
1632.E5H08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,0.8911843360959047,37.38953889,-3.098552778,Host-associated,Animal,Animal surface
1064.G.CV266,1.0,18.22,-65.99,Host-associated,Animal,Animal corpus
678.OA.mesocosm.401,0.9901248895657272,50.338,-4.148,Free-living,Saline,Sediment (saline)
1883.2008.335.Crump.Artic.LTREB.main.lane2.NoIndex,1.3979830163708993,68.59133,-149.611542,Free-living,Non-saline,Sediment (non-saline)
550.L6S155.s.6.sequence,0.7472899562836839,40.015,-105.271,Host-associated,Animal,Animal secretion
809.PLRP3.85,1.0337837772991652,50.867,-121.736,Free-living,Non-saline,Surface (non-saline)
1030.TVF.Control.Loc4.D0.Rep1,1.031521986013239,64.33,-145.8,Free-living,Non-saline,Soil (non-saline)
550.L1S324.s.1.sequence,0.3832593710399262,40.015,-105.271,Host-associated,Animal,Animal distal gut
1883.2007.242.Crump.Artic.LTREB.main.lane2.NoIndex,1.001454351461367,68.59133,-149.611542,Free-living,Non-saline,Surface (non-saline)
1235.sp0721,1.034885377326064,78.933,11.883,Free-living,Saline,Water (saline)
1665.JMA2012AUG17.01,0.9949775321608688,19.63999,-155.99693,Host-associated,Animal,Animal surface
2382.SH008.C6.HA.2.734.leav.9.12.lane8.NoIndex.L008.sequences,1.994706967465957,41.01446,-72.5285,Host-associated,Plant,Plant corpus
1222.B2.5.7.06,0.9922830617534616,60.27,5.22,Free-living,Saline,Water (saline)
755.INB.26.07.11.lane1.NoIndex.L001,1.060119992929779,55.905,-3.204,Free-living,Non-saline,Water (non-saline)
1198.SWE30.KBB3.SS5.5,1.086025257295983,59.583,18.2,Free-living,Saline,Sediment (saline)
2192.H05b.Nose.2649.lane5.NoIndex.L005,0.9995830651052174,41.88,-87.63,Host-associated,Animal,Animal secretion
940.RD.03.Ventral,1.0084758332342292,39.03,-108.56,Host-associated,Animal,Animal surface
963.Iguana.20.052010.LAB.vial.65,0.8976951384279066,9.163,-79.838,Host-associated,Animal,Animal distal gut
1774.529.Oral.Puer,0.9564931431386005,18.47,-66.11,Host-associated,Animal,Animal secretion
1622.UPSub.261.262A,1.1190777887254484,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
2229.W2.T32.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.0093040697596112,-41.8464,148.2786,Host-associated,Plant,Plant surface
1242.ME28Feb11EB1R1,1.0937797758804362,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
925.ID4y,1.6564877080806963,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
1041.M041.50,0.9100452818662026,44.737,-86.721,Free-living,Non-saline,Water (non-saline)
1622.DP.2.3A.2,1.202803812954914,42.17566,-72.7,Free-living,Non-saline,Sediment (non-saline)
1198.ANT04.S2M1,1.1502063957185693,-62.232,-58.655,Free-living,Saline,Sediment (saline)
1621.S8817,0.9546900827990442,42.444,-76.502,Host-associated,Animal,Animal distal gut
1036.P.N.2.1.s.4.1.sequences,1.1019775808960344,64.49,-157.75,Free-living,Non-saline,Soil (non-saline)
2192.H05b.Kitchen.Light.Switch.2979.lane1.NoIndex.L001,0.9919056259993366,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
2300.BB.2213.colon,0.7709800048469411,47.48615,-93.60536,Host-associated,Animal,Animal distal gut
1197.SE.20101019.GY.LBNL10.BC.501.a,1.168620657108137,28.41556667,-88.704275,Free-living,Saline,Sediment (saline)
1642.MS00491,1.0849004696659417,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1521.Sample145.s.7.1.sequences,0.9251199597513782,19.9,-155.58,Host-associated,Animal,Animal secretion
809.PLRP8.41,1.0862546171933545,50.877,-121.753,Free-living,Non-saline,Surface (non-saline)
1774.447.Oral.Puer,0.8862277223245347,18.47,-66.11,Host-associated,Animal,Animal secretion
933.T.2.3.S.E.1,1.0482492194023596,-41.8693167,148.303,Host-associated,Plant,Plant surface
958.O.20,0.9847724645204672,40.863,14.273,Host-associated,Animal,Animal secretion
1632.E4G01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,0.9083210108885604,37.32654722,-3.059219444,Host-associated,Animal,Animal surface
1453.44568SDZ5.D4.Pnem.stom,0.8690484208167918,32.72,-117.16,Host-associated,Animal,Animal proximal gut
933.T.3.1.H.P.5,1.032113527831037,-43.139883,148.0017,Host-associated,Plant,Plant surface
1642.MS00577,0.6950837080396932,35.117,138.937,Host-associated,Plant,Plant rhizosphere
933.W.3.1.H.E.3,1.0872412824691646,-30.265983,114.58529,Host-associated,Plant,Plant surface
1030.TVF.2004.Loc3.D0.Rep1,1.2493369202064548,64.35,-145.64,Free-living,Non-saline,Soil (non-saline)
722.AQC1cm.5.s.6.1.sequence,1.0365875440219094,46.038,-89.614,Free-living,Non-saline,Water (non-saline)
905.SA.Station.4.t0,1.0145159322622908,58.22,11.37,Free-living,Saline,Sediment (saline)
1734.LD.DTS1220,0.9786451899743612,-0.351,-76.058,Host-associated,Animal,Animal distal gut
2229.S2.T32.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.02821280735555,-41.8464,148.2786,Host-associated,Plant,Plant surface
2192.H06b.Hand.3079.lane5.NoIndex.L005,1.1190772249834946,41.88,-87.63,Host-associated,Animal,Animal surface
925.IC4z,1.2240444564922743,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
755.LSSF.ALPHA.D45.14.07.11.lane1.NoIndex.L001,1.2064216515678767,55.873,-4.284,Free-living,Non-saline,Soil (non-saline)
1064.G.CV91,1.0789579158316631,18.22,-65.99,Host-associated,Animal,Animal corpus
1642.MS00392,0.8698465835462199,35.117,138.937,Host-associated,Plant,Plant rhizosphere
678.T.RFLP.Sample.618,0.9830856135896764,50.338,-4.148,Free-living,Saline,Sediment (saline)
1521.Aphid1.s.7.1.sequences,1.0,19.9,-155.58,Host-associated,Animal,Animal secretion
638.RMK.ENR.6.2,1.0002824850933725,-77.435,162.189,Free-living,Non-saline,Water (non-saline)
2182.Z1EA,1.0177260384917146,40.417,-86.875,Host-associated,Animal,Animal distal gut
933.LuE,1.0069354688504195,-33.966608,151.257253,Host-associated,Plant,Plant surface
2192.H04a.Dog.Nose.1896.lane6.NoIndex.L006,0.94169821844083,41.88,-87.63,Host-associated,Animal,Animal secretion
1240.0103TCDNA,0.9427619429385105,50.15,-4.13,Free-living,Saline,Water (saline)
1748.5.30.12.P.17.D,0.7853711653432375,40.01,-105.271,Host-associated,Animal,Animal surface
550.L6S169.s.6.sequence,0.7314191318375308,40.015,-105.271,Host-associated,Animal,Animal secretion
678.OA.mesocosm.351,0.9912201340631036,50.338,-4.148,Free-living,Saline,Sediment (saline)
723.C7.10m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,0.63308708347883,78.712,-104.878,Free-living,Saline,Water (saline)
